#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_000964.3",1208222,1209160,"-",936392,"fabHA","BSU_11330","NP_389015.1",312,"beta-ketoacyl-acyl carrier protein synthase III 1"
"chromosome","NC_000964.3",1209183,1210424,"-",939803,"fabF","BSU_11340","NP_389016.1",413,"beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis)"
"chromosome","NC_000964.3",1210500,1211285,"-",939806,"yjaZ","BSU_11350","NP_389017.1",261,"conserved hypothetical protein"
"chromosome","NC_000964.3",1211477,1212463,"-",936391,"appD","BSU_11360","NP_389018.1",328,"oligopeptide ABC transporter (ATP-binding protein)"
"chromosome","NC_000964.3",1212460,1213449,"-",936390,"appF","BSU_11370","NP_389019.2",329,"oligopeptide ABC transporter (ATP-binding protein)"
"chromosome","NC_000964.3",1215243,1216193,"-",936400,"appB","BSU_11390","NP_389021.2",316,"oligopeptide ABC transporter (permease)"
"chromosome","NC_000964.3",1216210,1217121,"-",936394,"appC","BSU_11400","NP_389022.1",303,"oligopeptide ABC transporter (permease)"
"chromosome","NC_000964.3",1217326,1218078,"-",939369,"yjbA","BSU_11410","NP_389023.1",250,"putative sporulation nucleic acid binding protein"
"chromosome","NC_000964.3",1218113,1219105,"-",939361,"trpS","BSU_11420","NP_389024.1",330,"tryptophanyl-tRNA synthetase"
"chromosome","NC_000964.3",1219849,1221486,"-",936398,"oppA","BSU_11430","NP_389025.1",545,"oligopeptide ABC transporter (binding lipoprotein)"
"chromosome","NC_000964.3",1221594,1222529,"-",936397,"oppB","BSU_11440","NP_389026.1",311,"oligopeptide ABC transporter (permease)"
"chromosome","NC_000964.3",1222533,1223450,"-",936396,"oppC","BSU_11450","NP_389027.1",305,"oligopeptide ABC transporter (permease)"
"chromosome","NC_000964.3",1223455,1224531,"-",939814,"oppD","BSU_11460","NP_389028.1",358,"oligopeptide ABC transporter (ATP-binding protein)"
"chromosome","NC_000964.3",1224533,1225450,"-",936410,"oppF","BSU_11470","NP_389029.1",305,"oligopeptide ABC transporter (ATP-binding protein)"
"chromosome","NC_000964.3",1225557,1226774,"-",936399,"yjbB","BSU_11480","NP_389030.2",405,"putative exporter"
"chromosome","NC_000964.3",1226938,1227516,"-",939373,"yjbC","BSU_11490","NP_389031.2",192,"putative thiol oxidation management factor; putative acetyltransferase"
"chromosome","NC_000964.3",1227697,1228092,"-",936407,"spxA","BSU_11500","NP_389032.1",131,"redox-sensitive regulator"
"chromosome","NC_000964.3",1228135,1228791,"-",939805,"yjbE","BSU_11510","NP_389033.1",218,"putative membrane protein of unknown function"
"chromosome","NC_000964.3",1228961,1229101,"-",37862830,,"BSU_11515","YP_009513949.1",46,"conserved hypothetical protein"
"chromosome","NC_000964.3",1229068,1229724,"-",936406,"mecA","BSU_11520","NP_389034.1",218,"adaptor protein controlling oligomerization of the AAA+ protein ClpC"
"chromosome","NC_000964.3",1229719,1229841,"-",37862831,,"BSU_11525","YP_009513950.1",40,"conserved hypothetical protein"
"chromosome","NC_000964.3",1229915,1231036,"-",939370,"coiA","BSU_11530","NP_389035.1",373,"protein involved in establishment of DNA transport in competence"
"chromosome","NC_000964.3",1231083,1233095,"-",936404,"pepF","BSU_11540","NP_389036.2",670,"oligoendopeptidase F"
"chromosome","NC_000964.3",1233133,1233300,"-",8303008,"yizD","BSU_11549","YP_003097703.1",55,"conserved hypothetical protein"
"chromosome","NC_000964.3",1233614,1234513,"-",939365,"spxH","BSU_11550","NP_389037.2",299,"thiol management effector of SpxA degradation"
"chromosome","NC_000964.3",1234510,1234908,"-",936416,"yjbI","BSU_11560","NP_389038.1",132,"putative thiol management oxidoreductase component"
"chromosome","NC_000964.3",1235163,1235708,"-",939382,"cwlQ","BSU_11570","NP_389039.1",181,"bifunctional muramidase and murein lytic transglycosylase"
"chromosome","NC_000964.3",1235912,1236484,"-",936408,"yjbK","BSU_11580","NP_389040.1",190,"putative RNA/thiamine triphosphatase"
"chromosome","NC_000964.3",1236609,1236977,"-",939376,"yjbL","BSU_11590","NP_389041.1",122,"conserved protein of unknown function"
"chromosome","NC_000964.3",1237006,1237641,"-",939809,"relP","BSU_11600","NP_389042.1",211,"(p)ppGpp synthetase"
"chromosome","NC_000964.3",1237660,1238460,"-",936414,"ppnKA","BSU_11610","NP_389043.1",266,"inorganic polyphosphate/ATP-NAD kinase (quinolate activated)"
"chromosome","NC_000964.3",1238523,1239374,"-",939808,"yjbO","BSU_11620","NP_389044.1",283,"pseudouridylate synthase"
"chromosome","NC_000964.3",1239387,1240121,"-",936412,"prpE","BSU_11630","NP_389045.1",244,"phosphorylated protein phosphatase E and diadenosine-polyphosphate hydrolase"
"chromosome","NC_000964.3",1240356,1242200,"-",939371,"kefQ","BSU_11640","NP_389046.1",614,"gated K+/H+ antiporter"
"chromosome","NC_000964.3",1242449,1243159,"-",939807,"tenA","BSU_11650","NP_389047.1",236,"thiaminase II"
"chromosome","NC_000964.3",1243134,1243751,"-",936411,"tenI","BSU_11660","NP_389048.1",205,"thiazole tautomerase"
"chromosome","NC_000964.3",1243735,1244844,"-",939377,"thiO","BSU_11670","NP_389049.1",369,"FAD-dependent glycine oxidase"
"chromosome","NC_000964.3",1244844,1245044,"-",939811,"thiS","BSU_11680","NP_389050.1",66,"sulfur carrier for synthesis of hydroxyethylthiazole phosphate"
"chromosome","NC_000964.3",1245041,1245811,"-",936422,"thiG","BSU_11690","NP_389051.1",256,"hydroxyethylthiazole phosphate synthetase (thiamine biosynthesis)"
"chromosome","NC_000964.3",1245808,1246818,"-",939816,"thiF","BSU_11700","NP_389052.1",336,"adenylate transferase and sulfur transferase (thiamine biosynthesis)"
"chromosome","NC_000964.3",1246837,1247652,"-",936415,"thiD","BSU_11710","NP_389053.1",271,"phosphomethylpyrimidine kinase, 4-amino-5-hydroxymethyl-2-methylpyrimidine and 4-amino-5-hydroxymethyl-2-methylpyrimidine pyrophosphate kinase"
"chromosome","NC_000964.3",1247788,1248564,"-",939379,"fabI","BSU_11720","NP_389054.2",258,"enoyl-acyl carrier protein reductase"
"chromosome","NC_000964.3",1248665,1249348,"-",939810,"cotO","BSU_11730","NP_389055.1",227,"spore outer coat protein"
"chromosome","NC_000964.3",1249442,1249888,"-",936418,"cotZ","BSU_11740","NP_389056.1",148,"spore coat protein (insoluble fraction, crust layer)"
"chromosome","NC_000964.3",1250016,1250504,"-",939383,"cotY","BSU_11750","NP_389057.1",162,"outer spore coat protein (crust layer, insoluble fraction)"
"chromosome","NC_000964.3",1250656,1251174,"-",936417,"cotX","BSU_11760","NP_389058.1",172,"spore coat protein (insoluble fraction)"
"chromosome","NC_000964.3",1251273,1251590,"-",939374,"cotW","BSU_11770","NP_389059.1",105,"spore coat protein (outemost layer)"
"chromosome","NC_000964.3",1251631,1252017,"-",939385,"cotV","BSU_11780","NP_389060.1",128,"spore coat protein (insoluble fraction)"
"chromosome","NC_000964.3",1252177,1252533,"-",936428,"yjcA","BSU_11790","NP_389061.1",118,"sporulation-specific protein"
"chromosome","NC_000964.3",1252815,1253021,"-",8303173,"yjzK","BSU_11799","YP_003097704.1",68,"conserved hypothetical protein"
"chromosome","NC_000964.3",1252858,1253073,"-",37862834,"yjcB","BSU_11800","YP_009513951.1",71,"sporulation-specific protein"
"chromosome","NC_000964.3",1253103,1253252,"-",8303203,"yjcZ","BSU_11809","YP_003097705.1",49,"putative type I toxin"
"chromosome","NC_000964.3",1253385,1253639,"-",939384,"spoVIF","BSU_11810","NP_389063.2",84,"sporulation-specific protein needed for heat resistance"
"chromosome","NC_000964.3",1253713,1255992,"-",939813,"yjcD","BSU_11820","NP_389064.3",759,"putative ATP-dependent DNA helicase (sporulation associated)"
"chromosome","NC_000964.3",1256109,1256363,"-",8303175,"yjzE","BSU_11839","YP_003097706.1",84,"hypothetical protein BSU_11839"
"chromosome","NC_000964.3",1256436,1256858,"-",939387,"yjcF","BSU_11840","NP_389066.1",140,"putative acetyltransferase"
"chromosome","NC_000964.3",1256862,1257377,"-",939822,"yjcG","BSU_11850","NP_389067.1",171,"putative RNA ligase or phosphoesterase"
"chromosome","NC_000964.3",1257414,1258136,"-",936425,"yjcH","BSU_11860","NP_389068.1",240,"putative stress-related hydrolase"
"chromosome","NC_000964.3",1258492,1259613,"-",939812,"metI","BSU_11870","NP_389069.1",373,"cystathionine gamma-synthase and O-acetylhomoserine thiolyase"
"chromosome","NC_000964.3",1259606,1260778,"-",936424,"metC","BSU_11880","NP_389070.1",390,"cystathionine beta-lyase"
"chromosome","NC_000964.3",1260811,1261356,"-",939406,"yjcK","BSU_11890","NP_389071.1",181,"putative ribosomal-protein-alanine N-acetyltransferase"
"chromosome","NC_000964.3",1261426,1262616,"-",936434,"yjcL","BSU_11900","NP_389072.1",396,"putative integral inner membrane protein; possibly aquaporin-related"
"chromosome","NC_000964.3",1263702,1264931,"-",939395,"yjcM","BSU_11910","NP_389073.1",409,"conserved hypothetical protein; phage island"
"chromosome","NC_000964.3",1265057,1265377,"-",939817,"yjcN","BSU_11920","NP_389074.1",106,"conserved hypothetical protein; phage island"
"chromosome","NC_000964.3",1265530,1265661,"-",8303198,"yjzF","BSU_11928","YP_003097707.1",43,"conserved hypothetical protein"
"chromosome","NC_000964.3",1265677,1265850,"-",8303177,"yjzG","BSU_11929","YP_003097708.1",57,"hypothetical protein BSU_11929"
"chromosome","NC_000964.3",1265887,1266348,"-",936430,"yjcO","BSU_11930","NP_389075.1",153,"putative DNA binding protein; phage island"
"chromosome","NC_000964.3",1266614,1267117,"-",936429,"yjcP","BSU_11940","NP_389076.1",167,"conserved hypothetical protein: phage island"
"chromosome","NC_000964.3",1267129,1267413,"-",939821,"yjcQ","BSU_11950","NP_389077.1",94,"conserved hypothetical protein; phage island"
"chromosome","NC_000964.3",1267574,1268101,"-",936443,"yjcR","BSU_11960","NP_389078.1",175,"putative phage-related nucleic acid binding terminase small subunit; phage island"
"chromosome","NC_000964.3",1268275,1268592,"-",939400,"yjcS","BSU_11970","NP_389079.1",105,"conserved hypothetical protein; phage island"
"chromosome","NC_000964.3",1268829,1269584,"-",939818,"yjdA","BSU_11980","NP_389080.1",251,"putative acyl-carrier protein oxidoreductase; phage island"
"chromosome","NC_000964.3",1269733,1270080,"-",936431,"yjdB","BSU_11990","NP_389081.1",115,"putative exported protein; phage island"
"chromosome","NC_000964.3",1270631,1272577,"-",939394,"manR","BSU_12000","NP_389082.2",648,"transcriptional DNA-binding activator"
"chromosome","NC_000964.3",1272725,1274677,"-",936437,"manP","BSU_12010","NP_389083.2",650,"phosphotransferase system (PTS) mannose-specific enzyme IIBCA component"
"chromosome","NC_000964.3",1274692,1275639,"-",939393,"manA","BSU_12020","NP_389084.1",315,"mannose-6 phosphate isomerase; cupin family"
"chromosome","NC_000964.3",1275809,1276291,"-",939820,"yjdF","BSU_12030","NP_389085.1",160,"conserved hypothetical protein"
"chromosome","NC_000964.3",1276337,1276843,"-",936436,"yjdG","BSU_12040","NP_389086.1",168,"putative acetyltransferase"
"chromosome","NC_000964.3",1277062,1277457,"-",939819,"yjdH","BSU_12050","NP_389087.2",131,"putative spore coat protein"
"chromosome","NC_000964.3",1277686,1278165,"-",936435,"trnE","BSU_12060","NP_389088.1",159,"cys-tRNApro deacetylase; tRNA editing"
"chromosome","NC_000964.3",1278205,1278399,"-",8303219,"yjzH","BSU_12069","YP_003097709.1",64,"conserved hypothetical protein"
"chromosome","NC_000964.3",1278565,1278894,"-",936449,"yjdJ","BSU_12070","NP_389089.1",109,"conserved hypothetical protein"
"chromosome","NC_000964.3",1279514,1280503,"-",939825,"ctaO","BSU_12080","NP_389090.2",329,"minor protoheme IX farnesyltransferase 1 (heme O synthase)"
"chromosome","NC_000964.3",1280626,1280874,"-",939403,"cotT","BSU_12090","NP_389091.2",82,"spore coat protein (inner coat)"
"chromosome","NC_000964.3",1281128,1282531,"-",936440,"pdaC","BSU_12100","NP_389092.1",467,"N-acetylmuramic acid deacetylase"
"chromosome","NC_000964.3",1282571,1283044,"-",939830,"yjfA","BSU_12110","NP_389093.1",157,"conserved hypothetical protein"
"chromosome","NC_000964.3",1283169,1283336,"-",936446,"yjfB","BSU_12120","NP_389094.1",55,"conserved hypothetical protein"
"chromosome","NC_000964.3",1283463,1284362,"-",939398,"yjfC","BSU_12130","NP_389095.2",299,"conserved hypothetical protein"
"chromosome","NC_000964.3",1284371,1284769,"-",939397,"yjgA","BSU_12140","NP_389096.1",132,"conserved membrane protein"
"chromosome","NC_000964.3",1284870,1285445,"-",936448,"yjgB","BSU_12150","NP_389097.1",191,"putative exported protein"
"chromosome","NC_000964.3",1285591,1288548,"-",939396,"yjgC","BSU_12160","NP_389098.1",985,"putative molybdoenzyme; putative formate dehydrogenase"
"chromosome","NC_000964.3",1288541,1289101,"-",939826,"yjgD","BSU_12170","NP_389099.1",186,"conserved hypothetical protein"
"chromosome","NC_000964.3",1289298,1289939,"-",936457,"yjhA","BSU_12180","NP_389100.1",213,"putative lipoprotein"
"chromosome","NC_000964.3",1290018,1290644,"-",939419,"yjhB","BSU_12190","NP_389101.2",208,"putative ADP-ribose pyrophosphatase"
"chromosome","NC_000964.3",1290675,1290953,"-",939399,"yjiA","BSU_12200","NP_389102.1",92,"hypothetical protein BSU_12200"
"chromosome","NC_000964.3",1291344,1292534,"-",936452,"cypE","BSU_12210","NP_389103.1",396,"cytochrome P450 CYP109B1, monooxygenase"
"chromosome","NC_000964.3",1292557,1293735,"-",939402,"ppuG","BSU_12220","NP_389104.1",392,"polyphenols TDP-rhamnosyltransferase, promiscuous"
"chromosome","NC_000964.3",1293776,1293964,"-",8302936,"yjzI","BSU_12229","YP_003097710.1",62,"putative phage protein"
"chromosome","NC_000964.3",1294138,1294950,"-",939823,"yjjA","BSU_12230","NP_389105.1",270,"putative enzyme"
"chromosome","NC_000964.3",1294996,1295748,"-",936453,"yjkA","BSU_12240","NP_389106.1",250,"putative ABC transporter (permease)"
"chromosome","NC_000964.3",1295748,1296500,"-",939401,"yjkB","BSU_12250","NP_389107.1",250,"putative ABC transporter (ATP-binding protein)"
"chromosome","NC_000964.3",1296620,1297594,"-",939404,"yjlA","BSU_12260","NP_389108.1",324,"putative permease"
"chromosome","NC_000964.3",1297726,1298223,"-",939411,"yjlB","BSU_12270","NP_389109.1",165,"conserved hypothetical protein; cupin family"
"chromosome","NC_000964.3",1298612,1299034,"-",939407,"yjlC","BSU_12280","NP_389110.1",140,"conserved hypothetical protein"
"chromosome","NC_000964.3",1299074,1300252,"-",939832,"ndh","BSU_12290","NP_389111.1",392,"NADH dehydrogenase"
"chromosome","NC_000964.3",1300450,1301871,"-",936461,"uxaC","BSU_12300","NP_389112.1",473,"galacturonate isomerase"
"chromosome","NC_000964.3",1301939,1303318,"-",939410,"exuM","BSU_12310","NP_389113.1",459,"putative Na+:altronate/mannonate symporter"
"chromosome","NC_000964.3",1303423,1304436,"-",939828,"yjmC","BSU_12320","NP_389114.1",337,"putative oxidoreductase"
"chromosome","NC_000964.3",1304442,1305461,"-",936463,"yjmD","BSU_12330","NP_389115.1",339,"putative oxidoreductase"
"chromosome","NC_000964.3",1305486,1306565,"-",939409,"uxuA","BSU_12340","NP_389116.1",359,"D-mannonate dehydratase"
"chromosome","NC_000964.3",1306562,1307398,"-",939418,"uxuB","BSU_12350","NP_389117.1",278,"fructuronate reductase"
"chromosome","NC_000964.3",1307446,1308714,"-",939405,"exuT","BSU_12360","NP_389118.1",422,"hexuronate transporter"
"chromosome","NC_000964.3",1308802,1309803,"-",939834,"exuR","BSU_12370","NP_389119.1",333,"transcriptional regulator (LacI family)"
"chromosome","NC_000964.3",1309880,1311322,"-",936468,"uxaB","BSU_12380","NP_389120.1",480,"tagaturonate reductase (altronate oxidoreductase)"
"chromosome","NC_000964.3",1311319,1312812,"-",939837,"uxaA","BSU_12390","NP_389121.2",497,"altronate dehydratase"
"chromosome","NC_000964.3",1312851,1313615,"-",939412,"yjnA","BSU_12400","NP_389122.1",254,"putative permease"
"chromosome","NC_000964.3",1313840,1314304,"-",939416,"yjoA","BSU_12410","NP_389123.1",154,"putative DNA-binding protein"
"chromosome","NC_000964.3",1314453,1315724,"-",936467,"yjoB","BSU_12420","NP_389124.1",423,"informational ATPase possibly involved in protein degradation"
"chromosome","NC_000964.3",1315869,1317005,"-",939417,"rapA","BSU_12430","NP_389125.1",378,"response regulator aspartate phosphatase"
"chromosome","NC_000964.3",1316995,1317129,"-",939413,"phrA","BSU_12440","NP_389126.1",44,"secreted inhibitor of the activity of phosphatase RapA (quorum sensing)"
"chromosome","NC_000964.3",1317157,1317414,"-",939831,"yjpA","BSU_12450","NP_389127.2",85,"putative enzyme"
"chromosome","NC_000964.3",1317535,1318488,"-",936464,"xlyB","BSU_12460","NP_389128.1",317,"phage PBSX; N-acetylmuramoyl-L-alanine amidase"
"chromosome","NC_000964.3",1318528,1318905,"-",939415,"yjqA","BSU_12470","NP_389129.1",125,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1319011,1319613,"-",939423,"pghB","BSU_12480","NP_389130.1",200,"phage PBSX; gamma-polyglutamate hydrolase"
"chromosome","NC_000964.3",1319690,1320526,"-",939414,"xpdC","BSU_12490","NP_389131.2",278,"phage PBSX; manganese-containing peroxidase"
"chromosome","NC_000964.3",1320570,1321166,"-",939838,"xkdA","BSU_12500","NP_389132.3",198,"phage PBSX; putative peptidase"
"chromosome","NC_000964.3",1321329,1321670,"-",936473,"xre","BSU_12510","NP_389133.1",113,"phage PBSX transcriptional regulator"
"chromosome","NC_000964.3",1321848,1322027,"-",8303027,"yjzJ","BSU_12519","YP_003097711.1",59,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1322014,1322850,"-",939420,"xkdB","BSU_12520","NP_389134.2",278,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1322750,1323550,"-",939841,"xkdC","BSU_12530","NP_389135.2",266,"phage PBSX; putative DNA binding protein"
"chromosome","NC_000964.3",1323550,1323717,"-",8303179,"ykzK","BSU_12539","YP_003097712.1",55,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1323802,1324152,"-",936466,"xkdD","BSU_12540","NP_389136.1",116,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1324149,1324355,"-",939839,"xtrA","BSU_12550","NP_389137.1",68,"phage PBSX; conserved protein of unknown function"
"chromosome","NC_000964.3",1324471,1324980,"-",936474,"xpf","BSU_12560","NP_389138.1",169,"phage PBSX; putative RNA polymerase PBSX sigma factor-like"
"chromosome","NC_000964.3",1325096,1325893,"-",939835,"xtmA","BSU_12570","NP_389139.1",265,"phage PBSX; prophage terminase (small subunit)"
"chromosome","NC_000964.3",1325890,1327191,"-",939426,"xtmB","BSU_12580","NP_389140.1",433,"phage PBSX; prophage terminase (large subunit)"
"chromosome","NC_000964.3",1327195,1328682,"-",936471,"xkdE","BSU_12590","NP_389141.2",495,"phage PBSX; phage capsid portal protein"
"chromosome","NC_000964.3",1328702,1329529,"-",939833,"xkdF","BSU_12600","NP_389142.2",275,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1329555,1330490,"-",939845,"xkdG","BSU_12610","NP_389143.1",311,"phage PBSX; putative phage chromosome binding protein"
"chromosome","NC_000964.3",1330512,1330895,"-",8302945,"ykzL","BSU_12619","YP_003097713.1",127,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1330892,1331248,"-",936470,"xkdH","BSU_12620","NP_389144.1",118,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1331245,1331730,"-",939425,"xkdI","BSU_12630","NP_389145.1",161,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1331743,1332183,"-",936496,"xkdJ","BSU_12640","NP_389146.1",146,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1332187,1332405,"-",8303162,"ykzM","BSU_12649","YP_003097714.1",72,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1332402,1333802,"-",939943,"xkdK","BSU_12650","NP_389147.2",466,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1333804,1334247,"-",938181,"xkdM","BSU_12660","NP_389148.1",147,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1334339,1334785,"-",939842,"xkdN","BSU_12671","NP_389149.2",148,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1334815,1334964,"-",8303192,"xkzB","BSU_12672","YP_003097715.1",49,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1334966,1338964,"-",936500,"xkdO","BSU_12680","NP_389150.2",1332,"phage PBSX; putative tape measure protein"
"chromosome","NC_000964.3",1338957,1339616,"-",939946,"xkdP","BSU_12690","NP_389151.2",219,"phage PBSX; putative murein binding protein"
"chromosome","NC_000964.3",1339632,1340609,"-",938173,"xkdQ","BSU_12700","NP_389152.1",325,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1340609,1340875,"-",939427,"xkdR","BSU_12710","NP_389153.1",88,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1340932,1341357,"-",939840,"xkdS","BSU_12720","NP_389154.1",141,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1341350,1342396,"-",936475,"xkdT","BSU_12730","NP_389155.1",348,"phage PBSX; putative base plate assembly protein"
"chromosome","NC_000964.3",1342380,1342958,"-",936476,"xkdU","BSU_12740","NP_389156.1",192,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1342955,1343227,"-",8303196,"xkzA","BSU_12749","YP_003097716.1",90,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1343230,1345293,"-",939421,"xkdV","BSU_12750","NP_389158.1",687,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1345305,1345634,"-",936237,"xkdW","BSU_12760","NP_389159.1",109,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1345631,1345795,"-",939941,"xkdX","BSU_12770","NP_389160.1",54,"phage PBSX; conserved hypothetical protein"
"chromosome","NC_000964.3",1345839,1346678,"-",938161,"xepA","BSU_12780","NP_389161.2",279,"phage PBSX; lytic exoenzyme"
"chromosome","NC_000964.3",1346731,1347000,"-",936210,"xhlA","BSU_12790","NP_389162.1",89,"phage PBSX; putative enzyme"
"chromosome","NC_000964.3",1347013,1347276,"-",939732,"xhlB","BSU_12800","NP_389163.1",87,"phage PBSX; holin"
"chromosome","NC_000964.3",1347289,1348182,"-",939869,"xlyA","BSU_12810","NP_389164.1",297,"phage PBSX; N-acetylmuramoyl-L-alanine amidase"
"chromosome","NC_000964.3",1348219,1348356,"-",37862835,"spoIISC","BSU_12815","YP_009513952.1",45,"three component toxin / antitoxin / antitoxin SpoIISABC, antitoxin C"
"chromosome","NC_000964.3",1348442,1348612,"-",938005,"spoIISB","BSU_12820","NP_389165.1",56,"three-component apoptotic control system component B (antitoxin B)"
"chromosome","NC_000964.3",1348612,1349358,"-",938174,"spoIISA","BSU_12830","NP_389166.1",248,"three-component apoptosis factor (ABC toxin/antitoxin/antitoxin system)"
"chromosome","NC_000964.3",1349468,1350469,"-",936281,"pitB","BSU_12840","NP_389167.2",333,"putative low-affinity inorganic phosphate transporter"
"chromosome","NC_000964.3",1350482,1351099,"-",939843,"ykaA","BSU_12850","NP_389168.1",205,"putative PitB transporter accessory protein"
"chromosome","NC_000964.3",1351375,1352691,"-",936518,"steT","BSU_12860","NP_389169.1",438,"serine / threonine exchanger"
"chromosome","NC_000964.3",1353080,1354030,"-",936149,"mhqA","BSU_12870","NP_389170.1",316,"hydroquinone-specific extradiol dioxygenase"
"chromosome","NC_000964.3",1354131,1354277,"-",37862836,,"BSU_12875","YP_009513953.1",48,"hypothetical protein BSU_12875"
"chromosome","NC_000964.3",1354285,1356435,"-",939775,"ykcB","BSU_12880","NP_389171.2",716,"putative membrane glycosyl transferase"
"chromosome","NC_000964.3",1356447,1357418,"-",936326,"ykcC","BSU_12890","NP_389172.2",323,"putative glycosyltransferase"
"chromosome","NC_000964.3",1357936,1359285,"-",939849,"htrA","BSU_12900","NP_389173.2",449,"membrane bound serine protease Do, quality control protease and chaperone (heat-shock protein)"
"chromosome","NC_000964.3",1359454,1360272,"-",936776,"proCC","BSU_12910","NP_389174.1",272,"redundant pyrroline-5-carboxylate reductase"
"chromosome","NC_000964.3",1360401,1361225,"-",936727,"dppA","BSU_12920","NP_389175.2",274,"D-alanyl-aminopeptidase"
"chromosome","NC_000964.3",1361242,1362168,"-",939881,"dppB","BSU_12930","NP_389176.1",308,"dipeptide ABC transporter (permease)"
"chromosome","NC_000964.3",1362174,1363136,"-",938038,"dppC","BSU_12940","NP_389177.1",320,"dipeptide ABC transporter (permease)"
"chromosome","NC_000964.3",1363141,1364148,"-",938628,"dppD","BSU_12950","NP_389178.1",335,"dipeptide ABC transporter (ATP-binding subunit)"
"chromosome","NC_000964.3",1364151,1365800,"-",938099,"dppE","BSU_12960","NP_389179.2",549,"dipeptide ABC transporter (dipeptide-binding lipoprotein)"
"chromosome","NC_000964.3",1365888,1366847,"-",938175,"ldcA","BSU_12970","NP_389180.2",319,"muropeptide L,D-carboxypeptidase"
"chromosome","NC_000964.3",1366844,1367944,"-",939862,"aeeB","BSU_12980","NP_389181.1",366,"L-Ala-D/L-Glu epimerase"
"chromosome","NC_000964.3",1367941,1368831,"-",937979,"eepC","BSU_12990","NP_389182.2",296,"gamma-D-glutamyl-L-diaminoacid endopeptidase"
"chromosome","NC_000964.3",1368844,1369833,"-",939863,"ykfD","BSU_13000","NP_389183.2",329,"putative cell wall oligopeptide ABC transporter (ATP binding protein)"
"chromosome","NC_000964.3",1369876,1370925,"-",937980,"pgl","BSU_13010","NP_389184.1",349,"6-phosphogluconolactonase"
"chromosome","NC_000964.3",1371015,1371875,"-",939864,"ddaH","BSU_13020","NP_389185.2",286,"N(G),N(G)-dimethylarginine dimethylaminohydrolase"
"chromosome","NC_000964.3",1372035,1372553,"-",937988,"ykhA","BSU_13030","NP_389186.2",172,"promiscuous acyl-CoA thioesterase"
"chromosome","NC_000964.3",1372792,1373991,"-",939891,"hmpA","BSU_13040","NP_389187.1",399,"flavohemoglobin"
"chromosome","NC_000964.3",1374068,1374292,"-",937994,"ykzH","BSU_13050","NP_389188.1",74,"conserved hypothetical protein"
"chromosome","NC_000964.3",1374437,1375168,"-",939857,"ykjA","BSU_13060","NP_389189.1",243,"conserved membrane protein of unknown function"
"chromosome","NC_000964.3",1375260,1375787,"-",937079,"ykkA","BSU_13070","NP_389190.1",175,"conserved hypothetical protein"
"chromosome","NC_000964.3",1375777,1376295,"-",939859,"ykkB","BSU_13080","NP_389191.1",172,"putative N-acetyltransferase"
"chromosome","NC_000964.3",1376517,1376855,"-",936835,"gdnC","BSU_13090","NP_389192.1",112,"guanidinium efflux transporter subunit"
"chromosome","NC_000964.3",1376855,1377172,"-",938109,"gdnD","BSU_13100","NP_389193.1",105,"guanidinium efflux transporter subunit"
"chromosome","NC_000964.3",1377243,1378145,"-",939854,"purU","BSU_13110","NP_389194.2",300,"formyltetrahydrofolate hydrolase"
"chromosome","NC_000964.3",1378496,1379593,"-",936790,"proB","BSU_13120","NP_389195.2",365,"glutamate 5-kinase"
"chromosome","NC_000964.3",1379605,1380852,"-",936166,"proA","BSU_13130","NP_389196.2",415,"gamma-glutamyl phosphate reductase"
"chromosome","NC_000964.3",1380978,1381403,"-",939848,"ohrA","BSU_13140","NP_389197.1",141,"peroxiredoxin"
"chromosome","NC_000964.3",1381434,1381877,"-",939850,"ohrR","BSU_13150","NP_389198.1",147,"transcriptional regulator sensing organic peroxides"
